Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
bec,bɛk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('e', {'f': 0.08944246917963028, 'm': 0.9105575680732727}), ('b', {'f': 0.07489965111017227, 'm': 0.9251003265380859})]",test
obi,Obi,m,f,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('b', {'f': 0.009633110836148262, 'm': 0.9903669357299805}), ('o', {'f': 0.007808090653270483, 'm': 0.9921919703483582})]",test
cas,ka,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('a', {'f': 0.04377080500125885, 'm': 0.9562292098999023}), ('c', {'f': 0.012972302734851837, 'm': 0.987027645111084})]",test
ive,iv,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('v', {'f': 0.5894190073013306, 'm': 0.41058093309402466}), ('i', {'f': 0.3839658796787262, 'm': 0.6160340905189514})]",test
pou,pu,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('o', {'f': 0.28129497170448303, 'm': 0.7187050580978394}), ('p', {'f': 0.040340472012758255, 'm': 0.9596594572067261})]",test
bic,bik,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('i', {'f': 0.030321819707751274, 'm': 0.9696781635284424}), ('b', {'f': 0.0026278106961399317, 'm': 0.9973721504211426})]",test
bug,bœg,m,m,"[('g', {'f': 0.3524509072303772, 'm': 0.647549033164978}), ('u', {'f': 0.5143592953681946, 'm': 0.48564064502716064}), ('b', {'f': 0.0048323036171495914, 'm': 0.9951677322387695})]",test
leu,lø,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('e', {'f': 0.17482976615428925, 'm': 0.8251702189445496}), ('l', {'f': 0.15179675817489624, 'm': 0.8482032418251038})]",test
sac,sak,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('a', {'f': 0.06293901801109314, 'm': 0.9370609521865845}), ('s', {'f': 0.04468345642089844, 'm': 0.9553165435791016})]",test
ais,ɛ,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('i', {'f': 0.03525238484144211, 'm': 0.9647476077079773}), ('a', {'f': 0.008398911915719509, 'm': 0.9916011095046997})]",test
pie,pi,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('p', {'f': 0.9527006149291992, 'm': 0.047299399971961975})]",test
but,byt,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('u', {'f': 0.4454438090324402, 'm': 0.5545561909675598}), ('b', {'f': 0.012366038747131824, 'm': 0.9876339435577393})]",test
cap,kap,m,m,"[('p', {'f': 0.34198784828186035, 'm': 0.6580120921134949}), ('a', {'f': 0.09391691535711288, 'm': 0.9060831069946289}), ('c', {'f': 0.055004846304655075, 'm': 0.9449952244758606})]",test
jet,dʒɛt,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('e', {'f': 0.034745633602142334, 'm': 0.9652543663978577}), ('j', {'f': 0.007461148779839277, 'm': 0.9925388693809509})]",test
glu,gly,m,f,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('l', {'f': 0.10911935567855835, 'm': 0.8908806443214417}), ('g', {'f': 0.015211875550448895, 'm': 0.9847880601882935})]",test
est,ɛst,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('s', {'f': 0.06970030069351196, 'm': 0.930299699306488}), ('e', {'f': 0.011088661849498749, 'm': 0.9889113903045654})]",test
hic,ik,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('i', {'f': 0.030321819707751274, 'm': 0.9696781635284424}), ('h', {'f': 0.014803172089159489, 'm': 0.9851968288421631})]",test
rai,ʁɛ,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('a', {'f': 0.03200656920671463, 'm': 0.967993438243866}), ('r', {'f': 0.010610190220177174, 'm': 0.9893898367881775})]",test
moi,mwa,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('o', {'f': 0.042880043387413025, 'm': 0.9571199417114258}), ('m', {'f': 0.11663641780614853, 'm': 0.8833636045455933})]",test
zip,zip,m,m,"[('p', {'f': 0.34198784828186035, 'm': 0.6580120921134949}), ('i', {'f': 0.06163594499230385, 'm': 0.9383640885353088}), ('z', {'f': 0.04616474360227585, 'm': 0.9538352489471436})]",test
bis,bis,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('i', {'f': 0.03525238484144211, 'm': 0.9647476077079773}), ('b', {'f': 0.0017494504572823644, 'm': 0.9982505440711975})]",test
son,s2,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('s', {'f': 0.07672540098428726, 'm': 0.923274576663971})]",test
aga,aga,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('g', {'f': 0.103317029774189, 'm': 0.8966829776763916}), ('a', {'f': 0.3008081316947937, 'm': 0.6991918683052063})]",test
vol,vɔl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('o', {'f': 0.06915093213319778, 'm': 0.9308490753173828}), ('v', {'f': 0.3516378700733185, 'm': 0.6483621597290039})]",test
vie,vi,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('v', {'f': 0.9415951371192932, 'm': 0.05840490758419037})]",test
van,van,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('a', {'f': 0.07979101687669754, 'm': 0.9202090501785278}), ('v', {'f': 0.20188423991203308, 'm': 0.7981157302856445})]",test
taf,taf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('a', {'f': 0.07713672518730164, 'm': 0.9228633046150208}), ('t', {'f': 0.03588830307126045, 'm': 0.9641117453575134})]",test
kif,kif,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('i', {'f': 0.11600926518440247, 'm': 0.8839907646179199}), ('k', {'f': 0.00695409718900919, 'm': 0.9930458664894104})]",test
are,aʁ,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('a', {'f': 0.5457941889762878, 'm': 0.4542057514190674})]",test
tri,tʁi,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('r', {'f': 0.025521842762827873, 'm': 0.9744781255722046}), ('t', {'f': 0.010966272093355656, 'm': 0.9890336990356445})]",test
kir,kiʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('i', {'f': 0.06167031452059746, 'm': 0.9383296370506287}), ('k', {'f': 0.012817762792110443, 'm': 0.9871822595596313})]",test
mob,mɔb,m,f,"[('b', {'f': 0.20558419823646545, 'm': 0.7944157719612122}), ('o', {'f': 0.052322451025247574, 'm': 0.9476776123046875}), ('m', {'f': 0.06334945559501648, 'm': 0.9366505742073059})]",test
gon,gɔn,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('g', {'f': 0.21511238813400269, 'm': 0.7848876118659973})]",test
gun,gœn,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('u', {'f': 0.2894212603569031, 'm': 0.7105787396430969}), ('g', {'f': 0.06002579256892204, 'm': 0.9399741888046265})]",test
bol,bɔl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('o', {'f': 0.06915093213319778, 'm': 0.9308490753173828}), ('b', {'f': 0.039448365569114685, 'm': 0.9605516195297241})]",test
ris,ʁi,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('i', {'f': 0.03525238484144211, 'm': 0.9647476077079773}), ('r', {'f': 0.01052074320614338, 'm': 0.9894792437553406})]",test
bru,bʁy,m,f,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('r', {'f': 0.2892201840877533, 'm': 0.7107798457145691}), ('b', {'f': 0.002002255991101265, 'm': 0.9979977011680603})]",test
eau,o,m,f,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('a', {'f': 0.09390609711408615, 'm': 0.9060938954353333}), ('e', {'f': 0.05219697952270508, 'm': 0.9478029608726501})]",test
bas,ba,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('a', {'f': 0.04377080500125885, 'm': 0.9562292098999023}), ('b', {'f': 0.03271425887942314, 'm': 0.9672858119010925})]",test
clé,kle,m,f,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('l', {'f': 0.18283085525035858, 'm': 0.8171691298484802}), ('c', {'f': 0.054081834852695465, 'm': 0.945918083190918})]",test
mou,mu,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('o', {'f': 0.28129497170448303, 'm': 0.7187050580978394}), ('m', {'f': 0.06687567383050919, 'm': 0.9331242442131042})]",test
bal,bal,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('a', {'f': 0.1514672040939331, 'm': 0.8485327959060669}), ('b', {'f': 0.040548257529735565, 'm': 0.9594516754150391})]",test
bip,bip,m,m,"[('p', {'f': 0.34198784828186035, 'm': 0.6580120921134949}), ('i', {'f': 0.06163594499230385, 'm': 0.9383640885353088}), ('b', {'f': 0.003658160101622343, 'm': 0.9963417649269104})]",test
los,lo,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('o', {'f': 0.04769846051931381, 'm': 0.9523015022277832}), ('l', {'f': 0.07962625473737717, 'm': 0.9203736782073975})]",test
fer,fɛʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('e', {'f': 0.17810170352458954, 'm': 0.8218982815742493}), ('f', {'f': 0.08373952656984329, 'm': 0.9162604212760925})]",test
faf,faf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('a', {'f': 0.07713672518730164, 'm': 0.9228633046150208}), ('f', {'f': 0.10353267192840576, 'm': 0.8964673280715942})]",test
bar,baʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('a', {'f': 0.041856396943330765, 'm': 0.9581436514854431}), ('b', {'f': 0.004523690324276686, 'm': 0.9954763054847717})]",test
ail,aj,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('i', {'f': 0.039683226495981216, 'm': 0.9603167772293091}), ('a', {'f': 0.005459212232381105, 'm': 0.9945407509803772})]",test
net,nɛt,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('e', {'f': 0.034745633602142334, 'm': 0.9652543663978577}), ('n', {'f': 0.013863231055438519, 'm': 0.986136794090271})]",test
lob,lɔb,m,m,"[('b', {'f': 0.20558419823646545, 'm': 0.7944157719612122}), ('o', {'f': 0.052322451025247574, 'm': 0.9476776123046875}), ('l', {'f': 0.06853736937046051, 'm': 0.9314626455307007})]",test
sel,sɛl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('e', {'f': 0.22621004283428192, 'm': 0.7737899422645569}), ('s', {'f': 0.0388241708278656, 'm': 0.961175799369812})]",test
tif,tif,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('i', {'f': 0.11600926518440247, 'm': 0.8839907646179199}), ('t', {'f': 0.021093210205435753, 'm': 0.9789068102836609})]",test
pli,pli,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('l', {'f': 0.03398833051323891, 'm': 0.9660117030143738}), ('p', {'f': 0.013797051273286343, 'm': 0.9862029552459717})]",test
foc,fɔk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('o', {'f': 0.050291433930397034, 'm': 0.9497085809707642}), ('f', {'f': 0.04181243106722832, 'm': 0.9581875205039978})]",test
bob,bɔb,m,m,"[('b', {'f': 0.20558419823646545, 'm': 0.7944157719612122}), ('o', {'f': 0.052322451025247574, 'm': 0.9476776123046875}), ('b', {'f': 0.02598946914076805, 'm': 0.9740105271339417})]",test
hun,4,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('u', {'f': 0.2894212603569031, 'm': 0.7105787396430969}), ('h', {'f': 0.041608743369579315, 'm': 0.9583912491798401})]",test
tuf,tyf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('u', {'f': 0.3393925726413727, 'm': 0.6606073975563049}), ('t', {'f': 0.02820456586778164, 'm': 0.9717954397201538})]",test
far,faʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('a', {'f': 0.041856396943330765, 'm': 0.9581436514854431}), ('f', {'f': 0.01609448343515396, 'm': 0.9839054942131042})]",test
axe,aks,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('x', {'f': 0.28138554096221924, 'm': 0.7186144590377808}), ('a', {'f': 0.6147815585136414, 'm': 0.3852185010910034})]",test
jus,ʒy,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('u', {'f': 0.19651219248771667, 'm': 0.8034878373146057}), ('j', {'f': 0.01856364496052265, 'm': 0.9814363121986389})]",test
tex,tɛks,m,m,"[('x', {'f': 0.3961098790168762, 'm': 0.6038901209831238}), ('e', {'f': 0.04919217526912689, 'm': 0.9508078694343567}), ('t', {'f': 0.03593282774090767, 'm': 0.9640672206878662})]",test
rex,ʁɛks,m,m,"[('x', {'f': 0.3961098790168762, 'm': 0.6038901209831238}), ('e', {'f': 0.04919217526912689, 'm': 0.9508078694343567}), ('r', {'f': 0.01869180053472519, 'm': 0.9813081622123718})]",test
duc,dyk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('u', {'f': 0.21964170038700104, 'm': 0.7803582549095154}), ('d', {'f': 0.03179201856255531, 'm': 0.9682079553604126})]",test
val,val,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('a', {'f': 0.1514672040939331, 'm': 0.8485327959060669}), ('v', {'f': 0.3880845010280609, 'm': 0.6119155287742615})]",test
duo,dɥo,m,m,"[('o', {'f': 0.16738314926624298, 'm': 0.8326168656349182}), ('u', {'f': 0.4356887638568878, 'm': 0.5643112659454346}), ('d', {'f': 0.20084074139595032, 'm': 0.7991592288017273})]",test
rif,ʁif,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('i', {'f': 0.11600926518440247, 'm': 0.8839907646179199}), ('r', {'f': 0.0175466388463974, 'm': 0.9824533462524414})]",test
boa,bOa,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('o', {'f': 0.19366809725761414, 'm': 0.8063319325447083}), ('b', {'f': 0.5913750529289246, 'm': 0.40862488746643066})]",test
ara,aʁa,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('r', {'f': 0.08030649274587631, 'm': 0.9196934700012207}), ('a', {'f': 0.047257162630558014, 'm': 0.9527428150177002})]",test
roi,ʁwa,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('o', {'f': 0.042880043387413025, 'm': 0.9571199417114258}), ('r', {'f': 0.014334415085613728, 'm': 0.985665500164032})]",test
soc,sɔk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('o', {'f': 0.050291433930397034, 'm': 0.9497085809707642}), ('s', {'f': 0.03675083816051483, 'm': 0.9632490873336792})]",test
sas,sas,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('a', {'f': 0.04377080500125885, 'm': 0.9562292098999023}), ('s', {'f': 0.0332469567656517, 'm': 0.9667530655860901})]",test
foi,fwa,m,f,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('o', {'f': 0.042880043387413025, 'm': 0.9571199417114258}), ('f', {'f': 0.044867925345897675, 'm': 0.9551320672035217})]",test
gay,gɛ,m,m,"[('y', {'f': 0.20791760087013245, 'm': 0.7920823693275452}), ('a', {'f': 0.12479276955127716, 'm': 0.8752071857452393}), ('g', {'f': 0.1272258460521698, 'm': 0.8727741837501526})]",test
reg,ʁɛg,m,m,"[('g', {'f': 0.3524509072303772, 'm': 0.647549033164978}), ('e', {'f': 0.06137935444712639, 'm': 0.9386206865310669}), ('r', {'f': 0.014200094155967236, 'm': 0.9857999086380005})]",test
par,paʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('a', {'f': 0.041856396943330765, 'm': 0.9581436514854431}), ('p', {'f': 0.019258588552474976, 'm': 0.9807414412498474})]",test
sen,sɛn,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('e', {'f': 0.13499487936496735, 'm': 0.8650051355361938}), ('s', {'f': 0.015062566846609116, 'm': 0.9849374890327454})]",test
car,kaʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('a', {'f': 0.041856396943330765, 'm': 0.9581436514854431}), ('c', {'f': 0.005521084647625685, 'm': 0.9944789409637451})]",test
spa,spa,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('p', {'f': 0.27104008197784424, 'm': 0.7289599776268005}), ('s', {'f': 0.19080708920955658, 'm': 0.8091928958892822})]",test
nef,nɛf,m,f,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('e', {'f': 0.10861311107873917, 'm': 0.891386866569519}), ('n', {'f': 0.0469692088663578, 'm': 0.9530308246612549})]",test
lux,lyks,m,m,"[('x', {'f': 0.3961098790168762, 'm': 0.6038901209831238}), ('u', {'f': 0.6004481911659241, 'm': 0.39955177903175354}), ('l', {'f': 0.04203541949391365, 'm': 0.9579645395278931})]",test
alu,aly,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('l', {'f': 0.10911935567855835, 'm': 0.8908806443214417}), ('a', {'f': 0.0050126598216593266, 'm': 0.9949873685836792})]",test
chi,ki,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('h', {'f': 0.0436321422457695, 'm': 0.9563677906990051}), ('c', {'f': 0.04919444024562836, 'm': 0.9508056044578552})]",test
ire,iʁ,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('i', {'f': 0.12326394021511078, 'm': 0.876736044883728})]",test
rue,ʁy,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('u', {'f': 0.263929158449173, 'm': 0.7360708713531494}), ('r', {'f': 0.9757364392280579, 'm': 0.024263553321361542})]",test
vin,v3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('v', {'f': 0.04970572143793106, 'm': 0.9502943158149719})]",test
kit,kit,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('i', {'f': 0.08885271847248077, 'm': 0.9111472964286804}), ('k', {'f': 0.01894320547580719, 'm': 0.9810568690299988})]",test
sud,syd,m,m,"[('d', {'f': 0.4215891361236572, 'm': 0.5784108638763428}), ('u', {'f': 0.4586348831653595, 'm': 0.5413651466369629}), ('s', {'f': 0.01998998038470745, 'm': 0.9800099730491638})]",test
plié,plije,m,m,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('i', {'f': 0.1311754733324051, 'm': 0.8688244819641113}), ('l', {'f': 0.09664025157690048, 'm': 0.9033597707748413}), ('p', {'f': 0.027498405426740646, 'm': 0.9725015759468079})]",test
toge,tɔʒ,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('g', {'f': 0.07964503020048141, 'm': 0.9203550219535828}), ('o', {'f': 0.13857726752758026, 'm': 0.8614227771759033}), ('t', {'f': 0.13070350885391235, 'm': 0.8692965507507324})]",test
pipi,pipi,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('p', {'f': 0.055314261466264725, 'm': 0.944685697555542}), ('i', {'f': 0.02003079280257225, 'm': 0.9799692034721375}), ('p', {'f': 0.008586053736507893, 'm': 0.991413950920105})]",test
cata,kata,f,f,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('t', {'f': 0.053862206637859344, 'm': 0.9461377859115601}), ('a', {'f': 0.24302153289318085, 'm': 0.756978452205658}), ('c', {'f': 0.5351212024688721, 'm': 0.4648788571357727})]",test
clic,klik,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('i', {'f': 0.030321819707751274, 'm': 0.9696781635284424}), ('l', {'f': 0.009598830714821815, 'm': 0.9904012084007263}), ('c', {'f': 0.004349169787019491, 'm': 0.9956508278846741})]",test
clin,kl3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('l', {'f': 0.00537514453753829, 'm': 0.9946247935295105}), ('c', {'f': 0.0010959389619529247, 'm': 0.9989041090011597})]",test
flou,flu,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('o', {'f': 0.28129497170448303, 'm': 0.7187050580978394}), ('l', {'f': 0.108963243663311, 'm': 0.8910368084907532}), ('f', {'f': 0.00522273126989603, 'm': 0.9947773218154907})]",test
cake,kɛk,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('k', {'f': 0.0697566568851471, 'm': 0.9302433729171753}), ('a', {'f': 0.0740463137626648, 'm': 0.9259536862373352}), ('c', {'f': 0.06807474792003632, 'm': 0.9319252967834473})]",test
colt,kɔlt,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('l', {'f': 0.15377935767173767, 'm': 0.8462206125259399}), ('o', {'f': 0.0429755300283432, 'm': 0.9570243954658508}), ('c', {'f': 0.022188697010278702, 'm': 0.977811336517334})]",test
juin,ʒɥ3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('u', {'f': 0.09585265815258026, 'm': 0.9041473865509033}), ('j', {'f': 0.008724966086447239, 'm': 0.9912749528884888})]",test
drag,dʁag,m,m,"[('g', {'f': 0.3524509072303772, 'm': 0.647549033164978}), ('a', {'f': 0.19325484335422516, 'm': 0.806745171546936}), ('r', {'f': 0.02560523897409439, 'm': 0.9743947386741638}), ('d', {'f': 0.05653386190533638, 'm': 0.943466067314148})]",test
onze,2z,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('z', {'f': 0.0981745645403862, 'm': 0.9018254280090332}), ('n', {'f': 0.45716118812561035, 'm': 0.5428387522697449}), ('o', {'f': 0.19142094254493713, 'm': 0.8085790276527405})]",test
mare,maʁ,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('a', {'f': 0.5457941889762878, 'm': 0.4542057514190674}), ('m', {'f': 0.7948967814445496, 'm': 0.20510318875312805})]",test
cour,kuʁ,m,f,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('o', {'f': 0.04531877860426903, 'm': 0.9546812176704407}), ('c', {'f': 0.044461898505687714, 'm': 0.9555380940437317})]",test
cité,site,f,f,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('t', {'f': 0.0773429125547409, 'm': 0.9226570725440979}), ('i', {'f': 0.1652023196220398, 'm': 0.8347976803779602}), ('c', {'f': 0.8283815979957581, 'm': 0.17161841690540314})]",test
cage,kaʒ,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('g', {'f': 0.07964503020048141, 'm': 0.9203550219535828}), ('a', {'f': 0.41964277625083923, 'm': 0.5803572535514832}), ('c', {'f': 0.0659017264842987, 'm': 0.9340983033180237})]",test
